@relation 'data'
@attribute 'cap.shape' numeric
@attribute 'cap.surface' numeric
@attribute 'cap.color' numeric
@attribute 'bruises.' numeric
@attribute 'odor' numeric
@attribute 'gill.attachment' numeric
@attribute 'gill.spacing' numeric
@attribute 'gill.size' numeric
@attribute 'gill.color' numeric
@attribute 'stalk.shape' numeric
@attribute 'stalk.root' numeric
@attribute 'stalk.surface.above.ring' numeric
@attribute 'stalk.surface.below.ring' numeric
@attribute 'stalk.color.above.ring' numeric
@attribute 'stalk.color.below.ring' numeric
@attribute 'veil.color' numeric
@attribute 'ring.number' numeric
@attribute 'ring.type' numeric
@attribute 'spore.print.color' numeric
@attribute 'population' numeric
@attribute 'habitat' numeric
@attribute 'class' numeric
@data
1,4,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,2,0
6,3,10,2,4,3,3,2,11,2,1,3,3,8,8,3,2,6,4,5,1,0
1,4,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,2,0
6,1,5,2,6,3,1,1,8,2,1,3,3,4,7,3,2,6,4,6,1,0
1,4,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
6,3,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,4,0
3,4,5,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,3,6,2,0
6,1,9,1,6,3,3,1,6,2,3,3,3,8,8,3,2,2,4,4,2,0
6,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,9,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,4,5,2,1
6,4,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,2,0
6,1,9,2,1,3,3,2,8,2,1,3,3,8,8,3,2,6,4,5,1,0
1,3,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,2,0
6,4,9,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,3,5,6,1
6,3,10,2,1,3,3,2,11,2,1,3,3,8,8,3,2,6,4,5,1,0
6,4,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,4,0
6,1,9,2,4,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
3,3,9,2,4,3,3,2,11,2,1,3,3,8,8,3,2,6,4,5,1,0
6,4,10,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
3,1,10,2,1,3,3,2,11,2,1,3,3,8,8,3,2,6,7,5,1,0
6,3,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,2,0
1,4,10,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,4,0
6,4,5,2,4,3,1,1,8,1,4,3,4,8,8,3,2,6,4,4,5,0
1,4,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,2,0
6,3,10,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,4,4,4,0
6,4,5,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,4,5,6,1
1,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,2,0
1,4,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,2,0
6,4,5,2,7,3,1,2,11,1,3,3,3,8,8,3,2,6,3,5,6,1
1,3,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,4,0
1,4,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,4,0
1,4,10,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,2,0
6,1,5,2,6,3,1,1,8,2,1,3,3,7,8,3,2,6,3,6,1,0
6,4,5,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,3,6,2,0
1,3,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,4,4,2,0
6,1,4,1,6,3,1,2,3,1,3,3,3,8,8,3,2,6,4,5,6,0
6,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,3,6,2,0
6,3,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,2,0
1,4,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,2,0
6,3,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,4,0
3,1,10,2,1,3,3,2,8,2,1,3,3,8,8,3,2,6,4,5,1,0
1,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,2,0
6,1,5,1,6,3,3,1,6,2,3,3,1,8,8,3,2,2,4,1,2,0
6,1,10,2,4,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
6,3,10,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,4,3,4,0
3,3,4,1,6,3,3,1,6,2,3,3,1,8,8,3,2,2,3,4,2,0
6,1,5,1,6,3,1,2,3,1,3,3,3,8,8,3,2,6,4,6,6,0
3,3,4,1,6,3,3,1,4,2,3,1,1,8,8,3,2,2,4,1,2,0
3,4,5,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,4,5,0
1,4,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,2,0
1,3,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,4,0
6,4,10,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,3,4,5,0
5,1,4,1,6,3,1,2,3,1,3,3,3,8,8,3,2,6,4,5,6,0
3,4,5,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,6,5,0
6,4,5,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,3,4,6,1
6,4,10,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,6,5,0
6,4,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,2,0
6,1,5,1,6,3,3,1,4,2,3,3,1,8,8,3,2,2,4,4,2,0
6,1,5,1,6,3,3,1,8,2,3,1,1,8,8,3,2,2,3,1,2,0
3,3,5,1,6,3,3,1,5,2,3,1,3,8,8,3,2,2,3,1,2,0
3,4,5,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,4,4,5,0
6,3,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,2,0
3,1,5,1,6,3,1,2,8,1,3,3,3,8,8,3,2,6,3,5,6,0
6,4,10,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,4,5,0
6,1,10,2,1,3,3,2,8,2,1,3,3,8,8,3,2,6,7,5,1,0
1,4,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,2,0
6,1,4,1,6,3,3,1,6,2,3,3,3,8,8,3,2,2,3,4,2,0
6,4,10,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,4,2,0
3,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,3,6,2,0
6,3,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
5,1,5,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,4,6,6,0
6,3,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,4,0
1,3,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,2,0
5,1,5,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,3,6,6,0
1,4,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,4,3,4,0
6,4,10,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,2,0
1,4,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,2,0
6,4,5,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,3,4,6,1
6,3,9,1,6,3,3,1,5,2,3,1,3,8,8,3,2,2,4,4,2,0
6,4,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
1,3,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,2,0
6,1,5,2,6,3,1,1,6,2,1,3,3,4,8,3,2,6,4,6,1,0
6,3,5,2,7,3,1,2,11,1,3,3,3,8,8,3,2,6,4,4,6,1
6,4,5,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,3,6,5,0
6,3,5,1,6,3,3,1,6,2,3,3,3,8,8,3,2,2,3,1,2,0
1,4,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,4,0
1,3,10,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,4,4,4,0
6,3,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,4,0
1,4,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,4,3,2,0
6,1,4,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,4,5,6,0
3,4,5,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,3,4,2,0
6,1,4,1,6,3,3,1,4,2,3,1,1,8,8,3,2,2,4,1,2,0
6,3,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,4,0
6,4,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
6,1,4,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,3,5,6,0
6,3,5,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,4,4,6,1
1,4,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,2,0
1,4,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,4,0
6,4,5,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,4,5,6,1
1,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
6,3,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
6,4,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,4,0
1,4,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,4,3,2,0
6,3,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,4,0
6,3,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,5,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,4,6,5,0
6,3,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
6,3,5,1,6,3,3,1,6,2,3,1,1,8,8,3,2,2,3,4,2,0
6,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,4,4,5,0
6,4,10,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,3,6,2,0
6,4,5,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,3,5,2,1
1,4,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,2,0
6,1,9,2,4,3,3,2,8,2,1,3,3,8,8,3,2,6,7,5,1,0
6,3,5,2,7,3,1,2,11,1,3,3,3,8,8,3,2,6,3,4,6,1
6,4,10,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,2,0
3,1,4,1,6,3,3,1,4,2,3,1,1,8,8,3,2,2,4,1,2,0
6,4,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,2,0
1,4,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
6,4,5,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,4,4,6,1
3,4,5,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,3,4,2,0
6,3,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,4,3,4,0
6,3,9,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
3,4,5,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,4,6,5,0
1,3,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,4,0
6,3,9,1,6,3,3,1,8,2,3,1,1,8,8,3,2,2,3,1,2,0
3,1,4,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,4,5,6,0
6,4,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,2,0
6,4,10,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,4,6,2,0
1,3,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,2,0
1,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,2,0
3,3,9,2,4,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
1,3,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,4,0
6,1,10,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,7,5,1,0
6,4,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,4,0
1,4,10,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,4,0
6,4,5,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,6,5,0
6,4,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,4,0
6,4,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,4,0
6,4,10,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,3,6,5,0
6,4,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,4,0
6,4,5,2,4,3,1,1,8,1,4,3,4,8,8,3,2,6,3,4,2,0
6,3,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,4,3,2,0
3,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,3,4,2,0
1,3,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
6,1,5,2,6,3,1,1,6,2,1,3,3,4,7,3,2,6,4,6,1,0
6,4,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
1,3,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,2,0
1,3,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,4,0
6,1,10,2,4,3,3,2,8,2,1,3,3,8,8,3,2,6,4,5,1,0
1,3,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,4,0
6,3,4,1,6,3,3,1,4,2,3,3,1,8,8,3,2,2,3,1,2,0
1,3,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,2,0
1,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
3,4,10,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,3,6,5,0
3,4,5,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,6,5,0
6,3,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
3,4,10,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,4,4,2,0
1,3,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,4,0
6,1,5,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,3,5,6,0
3,4,5,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,6,2,0
6,3,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,2,0
1,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,2,0
3,4,10,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,4,5,0
6,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,2,0
6,4,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,4,0
3,1,9,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,7,5,1,0
5,1,4,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,3,6,6,0
3,3,10,2,4,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
3,1,4,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,3,6,6,0
6,1,5,1,6,3,1,2,8,1,3,3,3,8,8,3,2,6,4,6,6,0
1,4,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,2,0
6,3,9,2,1,3,3,2,8,2,1,3,3,8,8,3,2,6,4,5,1,0
1,4,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,4,0
1,4,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,4,0
1,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,2,0
3,3,9,2,4,3,3,2,8,2,1,3,3,8,8,3,2,6,7,5,1,0
3,1,4,1,6,3,1,2,3,1,3,3,3,8,8,3,2,6,3,6,6,0
3,3,9,2,1,3,3,2,11,2,1,3,3,8,8,3,2,6,4,5,1,0
3,4,10,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,3,6,2,0
6,4,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
5,1,5,1,6,3,1,2,8,1,3,3,3,8,8,3,2,6,4,6,6,0
6,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,3,4,5,0
6,4,5,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,3,4,5,0
3,1,10,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,7,5,1,0
3,3,5,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,4,4,2,1
6,3,5,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,4,5,6,1
3,4,5,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,4,4,5,0
6,4,10,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,3,4,2,0
1,3,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,4,0
3,1,9,1,6,3,3,1,4,2,3,1,3,8,8,3,2,2,4,1,2,0
3,4,5,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,4,2,0
6,4,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,4,4,2,0
1,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,3,2,0
1,4,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,2,0
6,3,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,4,0
1,3,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
1,4,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,2,0
6,3,5,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,4,5,2,1
6,3,4,1,6,3,3,1,8,2,3,3,3,8,8,3,2,2,4,4,2,0
3,3,5,1,6,3,3,1,8,2,3,1,3,8,8,3,2,2,4,1,2,0
6,1,9,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
3,1,4,1,6,3,1,2,8,1,3,3,3,8,8,3,2,6,4,5,6,0
3,1,5,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,4,6,6,0
1,4,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,2,0
6,1,9,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,7,5,1,0
5,1,4,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,4,5,6,0
6,1,5,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,4,5,6,0
6,1,9,1,6,3,3,1,4,2,3,1,3,8,8,3,2,2,4,1,2,0
6,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,3,6,5,0
1,3,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,2,0
6,4,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,3,2,0
6,3,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,4,0
1,3,9,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,2,0
3,4,10,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,4,6,5,0
6,3,5,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,4,4,6,1
3,1,4,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,3,6,6,0
1,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,2,0
3,4,5,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,4,5,0
6,3,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
6,1,5,1,6,3,1,2,5,1,3,3,3,8,8,3,2,6,3,6,6,0
3,4,10,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,6,5,0
6,4,5,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,4,6,5,0
6,3,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,9,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,3,4,2,1
3,4,5,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,3,6,5,0
3,3,5,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,3,4,2,1
6,1,9,1,6,3,3,1,5,2,3,1,3,8,8,3,2,2,3,4,2,0
1,4,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,4,0
5,1,5,1,6,3,1,2,8,1,3,3,3,8,8,3,2,6,3,5,6,0
6,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,4,0
3,3,9,2,1,3,3,2,8,2,1,3,3,8,8,3,2,6,7,5,1,0
6,3,10,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,4,4,0
3,1,4,1,6,3,3,1,8,2,3,3,1,8,8,3,2,2,3,4,2,0
6,4,9,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,4,4,2,1
6,4,10,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,3,4,2,0
3,1,5,1,6,3,3,1,6,2,3,3,3,8,8,3,2,2,3,1,2,0
6,3,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
1,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,4,0
3,1,4,1,6,3,1,2,3,1,3,3,3,8,8,3,2,6,4,5,6,0
6,1,10,2,4,3,3,2,8,2,1,3,3,8,8,3,2,6,7,5,1,0
6,3,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,4,0
3,1,5,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,4,6,6,0
6,1,4,1,6,3,3,1,4,2,3,1,3,8,8,3,2,2,4,4,2,0
6,4,10,2,4,3,1,1,8,1,4,3,4,8,8,3,2,6,3,4,5,0
3,3,9,2,4,3,3,2,8,2,1,3,3,8,8,3,2,6,4,5,1,0
6,3,10,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,3,4,2,0
3,4,10,2,1,3,1,1,8,1,4,3,4,8,8,3,2,6,3,6,5,0
6,4,5,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,3,5,6,1
6,1,9,2,4,3,3,2,11,2,1,3,3,8,8,3,2,6,7,5,1,0
6,3,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,2,0
6,4,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,4,0
1,3,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,4,2,0
6,3,10,2,1,3,3,2,11,2,1,3,3,8,8,3,2,6,7,5,1,0
6,3,10,2,1,3,3,2,6,2,1,3,3,8,8,3,2,6,7,5,1,0
6,1,9,1,6,3,3,1,6,2,3,1,3,8,8,3,2,2,3,4,2,0
1,3,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
6,4,9,2,7,3,1,2,11,1,3,3,3,8,8,3,2,6,3,5,2,1
6,4,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,2,0
3,3,4,1,6,3,3,1,5,2,3,3,1,8,8,3,2,2,3,4,2,0
6,3,5,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,4,4,2,1
1,4,9,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,4,0
3,1,10,2,4,3,3,2,6,2,1,3,3,8,8,3,2,6,4,5,1,0
6,3,10,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,2,0
1,4,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,3,2,0
6,4,5,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,4,6,2,0
6,3,10,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,2,0
6,1,5,1,6,3,1,2,8,1,3,3,3,8,8,3,2,6,4,5,6,0
6,3,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,4,4,2,0
6,4,10,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,4,6,2,0
6,3,5,2,7,3,1,2,11,1,3,3,3,8,8,3,2,6,4,4,2,1
6,3,9,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,4,3,4,0
6,3,10,2,1,3,1,1,11,1,2,3,3,8,8,3,2,6,4,4,4,0
6,4,9,2,4,3,1,1,5,1,2,3,3,8,8,3,2,6,3,3,2,0
6,4,10,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,4,6,2,0
3,4,10,2,1,3,1,1,11,1,4,3,4,8,8,3,2,6,3,4,2,0
6,4,9,2,1,3,1,1,5,1,2,3,3,8,8,3,2,6,4,4,4,0
5,1,4,1,6,3,1,2,3,1,3,3,3,8,8,3,2,6,3,5,6,0
3,1,5,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,3,6,6,0
5,1,4,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,3,5,6,0
6,4,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,9,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,3,4,6,1
6,3,4,1,6,3,3,1,4,2,3,3,1,8,8,3,2,2,3,4,2,0
6,4,10,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,2,0
6,4,9,2,7,3,1,2,5,1,3,3,3,8,8,3,2,6,4,4,2,1
6,3,10,2,1,3,1,1,3,1,2,3,3,8,8,3,2,6,3,3,4,0
6,3,5,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,3,5,6,1
1,3,10,2,4,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,4,0
1,4,9,2,4,3,1,1,3,1,2,3,3,8,8,3,2,6,3,4,4,0
6,4,9,2,7,3,1,2,8,1,3,3,3,8,8,3,2,6,4,4,2,1
6,3,5,2,7,3,1,2,6,1,3,3,3,8,8,3,2,6,3,4,6,1
6,3,4,1,6,3,3,1,6,2,3,3,1,8,8,3,2,2,4,1,2,0
6,4,5,2,4,3,1,1,11,1,4,3,4,8,8,3,2,6,4,6,2,0
3,1,9,1,6,3,3,1,5,2,3,1,1,8,8,3,2,2,4,1,2,0
3,4,5,2,4,3,1,1,6,1,4,3,4,8,8,3,2,6,4,4,5,0
1,4,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
1,3,9,2,1,3,1,1,6,1,2,3,3,8,8,3,2,6,3,3,2,0
6,3,4,1,6,3,3,1,6,2,3,3,1,8,8,3,2,2,4,4,2,0
3,4,5,2,1,3,1,1,6,1,4,3,4,8,8,3,2,6,3,6,2,0
6,3,9,2,4,3,1,1,11,1,2,3,3,8,8,3,2,6,3,4,4,0
3,1,4,1,6,3,1,2,6,1,3,3,3,8,8,3,2,6,3,5,6,0
